Loan ID,Customer ID,Current Loan Amount($),Term,Annual Income($),Years in current job,Home Ownership,Purpose,Monthly Debt($),Current Credit Balance($),Maximum Open Credit($),Bankruptcies,Loan/Income Ratio,Monthly_debt/Income ratio,Credit/Income Ratio,Credit lef($)
992589ba,7fe0262d,40000.0,Long Term,140000.0,10+ years,Mortgage,Debt Consolidation,3900.0,80000.0,140000.0,0.0,0.29,0.33,1.0,60000.0
aa21632e,6287bbbd,20000.0,Short Term,90000.0,10+ years,Mortgage,Debt Consolidation,500.0,20000.0,80000.0,0.0,0.22,0.07,0.89,60000.0
490ec9cb,e6580888,10000.0,Short Term,30000.0,3 years,Mortgage,Debt Consolidation,500.0,10000.0,20000.0,0.0,0.33,0.2,0.67,10000.0
43c9894b,7e83d1cc,10000.0,Short Term,40000.0,,Rent,Debt Consolidation,300.0,0.0,20000.0,0.0,0.25,0.09,0.5,20000.0
cb61ed5f,befd6765,30000.0,Short Term,140000.0,1 year,Mortgage,Business Loan,899.9999999999999,20000.0,80000.0,0.0,0.21,0.08,0.57,60000.0
9086c2d0,35999ca3,20000.0,Short Term,180000.0,10+ years,Mortgage,Debt Consolidation,2600.0,30000.0,40000.0,0.0,0.11,0.17,0.22,10000.0
4f52ecdd,4afcd96e,20000.0,Short Term,110000.00000000001,10+ years,Rent,Debt Consolidation,1500.0,10000.0,40000.0,0.0,0.18,0.16,0.36,30000.0
c8153c66,040184f0,20000.0,Short Term,120000.0,10+ years,Mortgage,Debt Consolidation,2400.0,70000.0,110000.00000000001,0.0,0.17,0.24,0.92,40000.0
e5ded480,0ee0356d,60000.0,Short Term,150000.0,7 years,Rent,Debt Consolidation,2400.0,40000.0,60000.0,0.0,0.4,0.19,0.4,20000.0
b695a347,35e3bf4f,70000.0,Short Term,160000.0,10+ years,Rent,Debt Consolidation,3100.0,20000.0,80000.0,0.0,0.44,0.23,0.5,60000.0
d3ba0495,e67402de,40000.0,Long Term,130000.0,6 years,Mortgage,Debt Consolidation,1500.0,40000.0,50000.0,0.0,0.31,0.14,0.38,10000.0
26f859a7,6786c049,20000.0,Short Term,60000.0,,Mortgage,Debt Consolidation,700.0,10000.0,10000.0,0.0,0.33,0.14,0.17,0.0
39930707,f60bb8a3,40000.0,Long Term,90000.0,3 years,Rent,Debt Consolidation,1900.0,20000.0,30000.0,0.0,0.44,0.25,0.33,10000.0
c379de89,b4305801,30000.0,Short Term,60000.0,1 year,Own Home,Debt Consolidation,300.0,10000.0,30000.0,0.0,0.5,0.06,0.5,20000.0
de6b0653,7e18add6,10000.0,Short Term,160000.0,1 year,Mortgage,Debt Consolidation,2600.0,0.0,10000.0,1.0,0.06,0.19,0.06,10000.0
306c3409,6f986373,60000.0,Long Term,150000.0,10+ years,Mortgage,Business Loan,2100.0,70000.0,140000.0,0.0,0.4,0.17,0.93,70000.0
4063e621,5d0cceba,30000.0,Long Term,280000.0,10+ years,Own Home,Debt Consolidation,700.0,20000.0,40000.0,1.0,0.11,0.03,0.14,20000.0
24d0ba2f,4621aeef,40000.0,Long Term,100000.0,,Own Home,Other,700.0,20000.0,70000.0,1.0,0.4,0.08,0.7,50000.0
8abf7f76,8ef62269,40000.0,Long Term,140000.0,10+ years,Rent,Debt Consolidation,3100.0,60000.0,70000.0,0.0,0.29,0.27,0.5,10000.0
de87907b,252024a3,40000.0,Short Term,150000.0,10+ years,Mortgage,Debt Consolidation,3100.0,30000.0,60000.0,0.0,0.27,0.25,0.4,30000.0
d0ca0326,2cb41161,10000.0,Short Term,80000.0,6 years,Rent,Debt Consolidation,500.0,10000.0,10000.0,0.0,0.12,0.08,0.12,0.0
b968d69b,92f70b7c,20000.0,Short Term,60000.0,10+ years,Rent,Debt Consolidation,300.0,10000.0,30000.0,1.0,0.33,0.06,0.5,20000.0
43a8358b,0760bd6e,80000.0,Long Term,750000.0,8 years,Rent,Other,5700.0,220000.00000000003,290000.0,0.0,0.11,0.09,0.39,70000.0
85d784c8,724de0b1,20000.0,Short Term,190000.0,1 year,Rent,Debt Consolidation,600.0,30000.0,30000.0,0.0,0.11,0.04,0.16,0.0
bf5b5a9c,baed0dcf,20000.0,Short Term,420000.0,10+ years,Rent,Other,3000.0,40000.0,50000.0,0.0,0.05,0.09,0.12,10000.0
1cf81c05,31b9cc39,70000.0,Long Term,229999.99999999997,10+ years,Rent,Debt Consolidation,5400.0,130000.0,150000.0,0.0,0.3,0.28,0.65,20000.0
9a3af698,1d3aeb6c,10000.0,Short Term,90000.0,5 years,Mortgage,Debt Consolidation,600.0,10000.0,40000.0,0.0,0.11,0.08,0.44,30000.0
ee4c8570,17819d88,80000.0,Short Term,310000.0,10+ years,Mortgage,Debt Consolidation,7800.0,160000.0,300000.0,0.0,0.26,0.3,0.97,140000.0
b26fc592,ea981826,20000.0,Short Term,50000.0,1 year,Own Home,Home Improvements,300.0,0.0,80000.0,0.0,0.4,0.07,1.6,80000.0
5865ffef,9ccc5e46,10000.0,Short Term,80000.0,4 years,Rent,Debt Consolidation,1400.0,10000.0,20000.0,0.0,0.12,0.21,0.25,10000.0
2b3a34d8,752e5747,40000.0,Short Term,140000.0,1 year,Rent,Debt Consolidation,1900.0,40000.0,70000.0,0.0,0.29,0.16,0.5,30000.0
fac4b3dd,3bdadd6d,20000.0,Short Term,170000.0,3 years,Rent,Debt Consolidation,1900.0,30000.0,40000.0,0.0,0.12,0.13,0.24,10000.0
16444871,db0fc423,50000.0,Short Term,229999.99999999997,4 years,Own Home,Debt Consolidation,4400.0,100000.0,210000.0,0.0,0.22,0.23,0.91,110000.0
fd7bbefc,ec6c1794,80000.0,Short Term,220000.00000000003,10+ years,Mortgage,Debt Consolidation,3000.0,70000.0,130000.0,0.0,0.36,0.16,0.59,60000.0
6706a46e,99a75649,50000.0,Long Term,110000.00000000001,4 years,Mortgage,Debt Consolidation,3000.0,30000.0,50000.0,0.0,0.45,0.33,0.45,20000.0
0b58c75b,2d7f3916,10000.0,Long Term,140000.0,3 years,Rent,Other,400.0,0.0,0.0,0.0,0.07,0.03,0.0,0.0
642c9531,7ec5a463,30000.0,Short Term,130000.0,6 years,Rent,Debt Consolidation,600.0,10000.0,10000.0,0.0,0.23,0.06,0.08,0.0
d6d0f735,3423adb6,10000.0,Short Term,60000.0,,Rent,Other,700.0,10000.0,10000.0,0.0,0.17,0.14,0.17,0.0
d2409423,27ac920d,40000.0,Short Term,70000.0,1 year,Own Home,Debt Consolidation,1600.0,50000.0,110000.00000000001,0.0,0.57,0.27,1.57,60000.0
f5882e8b,a24a54ca,20000.0,Short Term,80000.0,4 years,Rent,moving,899.9999999999999,20000.0,30000.0,0.0,0.25,0.13,0.38,10000.0
f6a06790,4f73ec68,60000.0,Long Term,210000.0,1 year,Rent,Debt Consolidation,1600.0,10000.0,20000.0,0.0,0.29,0.09,0.1,10000.0
33f6cbf0,8c97842c,50000.0,Long Term,229999.99999999997,10+ years,Mortgage,Debt Consolidation,3100.0,30000.0,30000.0,0.0,0.22,0.16,0.13,0.0
56633b60,c073f5c6,20000.0,Short Term,380000.0,3 years,Mortgage,Debt Consolidation,3100.0,40000.0,70000.0,0.0,0.05,0.1,0.18,30000.0
4417219a,cfdf34d5,20000.0,Short Term,110000.00000000001,8 years,Rent,Debt Consolidation,1100.0,10000.0,20000.0,1.0,0.18,0.12,0.18,10000.0
fb4c5dc5,6cacdaeb,30000.0,Short Term,120000.0,2 years,Rent,Debt Consolidation,1500.0,30000.0,60000.0,0.0,0.25,0.15,0.5,30000.0
429d5a54,73e1dcc5,10000.0,Short Term,60000.0,1 year,Rent,Buy a Car,600.0,10000.0,20000.0,0.0,0.17,0.12,0.33,10000.0
9cb8992b,c2da5dd9,80000.0,Short Term,280000.0,8 years,Mortgage,Debt Consolidation,2800.0,40000.0,60000.0,0.0,0.29,0.12,0.21,20000.0
f6e4761b,053ea461,10000.0,Short Term,140000.0,2 years,Rent,Debt Consolidation,300.0,10000.0,40000.0,0.0,0.07,0.03,0.29,30000.0
28e7bad4,d1eee38d,80000.0,Long Term,190000.0,3 years,Own Home,Business Loan,1500.0,30000.0,100000.0,0.0,0.42,0.09,0.53,70000.0
91981640,a5a02ea7,10000.0,Short Term,100000.0,5 years,Rent,Debt Consolidation,899.9999999999999,10000.0,40000.0,0.0,0.1,0.11,0.4,30000.0
115157a7,96fc76d0,10000.0,Short Term,70000.0,1 year,Rent,Debt Consolidation,100.0,0.0,20000.0,0.0,0.14,0.02,0.29,20000.0
589922d7,24982231,40000.0,Long Term,130000.0,10+ years,Mortgage,Debt Consolidation,4200.0,40000.0,110000.00000000001,0.0,0.31,0.39,0.85,70000.0
f0f188ec,59d1f1a8,10000.0,Short Term,40000.0,2 years,Rent,Debt Consolidation,400.0,10000.0,20000.0,0.0,0.25,0.12,0.5,10000.0
2c2b4625,859c1a8d,40000.0,Short Term,90000.0,7 years,Mortgage,Debt Consolidation,899.9999999999999,20000.0,60000.0,0.0,0.44,0.12,0.67,40000.0
fa3e411e,8fc29e81,80000.0,Long Term,370000.0,5 years,Mortgage,Debt Consolidation,2400.0,40000.0,90000.0,0.0,0.22,0.08,0.24,50000.0
30f90d5c,2dcd1663,30000.0,Short Term,229999.99999999997,7 years,Mortgage,Other,2800.0,40000.0,60000.0,0.0,0.13,0.15,0.26,20000.0
32589801,04298369,20000.0,Short Term,80000.0,1 year,Rent,Debt Consolidation,1100.0,10000.0,10000.0,0.0,0.25,0.16,0.12,0.0
31fdc4f9,fa2ddf92,20000.0,Long Term,100000.0,10+ years,Mortgage,Debt Consolidation,1600.0,10000.0,20000.0,0.0,0.2,0.19,0.2,10000.0
f6e06fd1,29f2e5ad,30000.0,Short Term,140000.0,7 years,Mortgage,Debt Consolidation,2000.0,30000.0,50000.0,0.0,0.21,0.17,0.36,20000.0
58e481c3,12a4cffe,30000.0,Short Term,150000.0,3 years,Mortgage,Debt Consolidation,800.0,20000.0,80000.0,0.0,0.2,0.06,0.53,60000.0
885fea52,251fed3f,20000.0,Short Term,190000.0,4 years,Mortgage,Debt Consolidation,1600.0,30000.0,110000.00000000001,0.0,0.11,0.1,0.58,80000.0
10947015,1ba36db3,10000.0,Short Term,80000.0,5 years,Mortgage,Debt Consolidation,899.9999999999999,30000.0,40000.0,0.0,0.12,0.13,0.5,10000.0
0045ba28,724db8ed,10000.0,Short Term,240000.0,1 year,Own Home,Other,1600.0,0.0,0.0,1.0,0.04,0.08,0.0,0.0
21ddda31,0b8a4f9e,30000.0,Short Term,110000.00000000001,4 years,Mortgage,Debt Consolidation,1600.0,40000.0,70000.0,0.0,0.27,0.17,0.64,30000.0
80ba0076,88d02628,20000.0,Short Term,50000.0,10+ years,Own Home,Debt Consolidation,600.0,20000.0,40000.0,0.0,0.4,0.14,0.8,20000.0
670c1f93,3a7a1c6a,10000.0,Short Term,130000.0,10+ years,Mortgage,Debt Consolidation,1500.0,10000.0,20000.0,1.0,0.08,0.14,0.15,10000.0
89497547,e0ca5033,10000.0,Short Term,50000.0,1 year,Rent,Debt Consolidation,300.0,10000.0,40000.0,0.0,0.2,0.07,0.8,30000.0
f224efe7,9cfad251,30000.0,Short Term,110000.00000000001,2 years,Mortgage,Other,1600.0,20000.0,20000.0,1.0,0.27,0.17,0.18,0.0
afd56330,42c7b2cc,20000.0,Short Term,340000.0,7 years,Mortgage,Other,4200.0,30000.0,160000.0,0.0,0.06,0.15,0.47,130000.0
a59a48e2,1204b516,40000.0,Long Term,150000.0,10+ years,Mortgage,Buy a Car,1300.0,0.0,30000.0,0.0,0.27,0.1,0.2,30000.0
a9071e65,e0dc00e7,30000.0,Long Term,130000.0,9 years,Rent,Debt Consolidation,1700.0000000000002,20000.0,20000.0,0.0,0.23,0.16,0.15,0.0
88123b31,0bddb543,20000.0,Short Term,190000.0,10+ years,Rent,Debt Consolidation,3300.0,50000.0,50000.0,0.0,0.11,0.21,0.26,0.0
8a58da5a,97726df3,20000.0,Short Term,60000.0,1 year,Rent,Debt Consolidation,1300.0,30000.0,90000.0,0.0,0.33,0.26,1.5,60000.0
ab2bcefc,075c6b58,40000.0,Long Term,110000.00000000001,10+ years,Mortgage,Debt Consolidation,1799.9999999999998,10000.0,20000.0,0.0,0.36,0.2,0.18,10000.0
0901fbf2,07368654,20000.0,Short Term,70000.0,1 year,Rent,Debt Consolidation,1799.9999999999998,10000.0,30000.0,0.0,0.29,0.31,0.43,20000.0
f2251432,70f2e658,30000.0,Long Term,60000.0,10+ years,Mortgage,Debt Consolidation,1799.9999999999998,20000.0,40000.0,0.0,0.5,0.36,0.67,20000.0
dbff0677,adaa690e,40000.0,Long Term,180000.0,7 years,Mortgage,Debt Consolidation,2400.0,40000.0,100000.0,0.0,0.22,0.16,0.56,60000.0
bc039c06,249cc16a,70000.0,Short Term,430000.0,1 year,Mortgage,Debt Consolidation,5200.0,40000.0,60000.0,0.0,0.16,0.15,0.14,20000.0
99c7bce2,4b3848d1,20000.0,Short Term,100000.0,9 years,Rent,Debt Consolidation,1900.0,10000.0,30000.0,0.0,0.2,0.23,0.3,20000.0
6abf5d81,a0324749,20000.0,Long Term,50000.0,3 years,Rent,Buy a Car,100.0,0.0,30000.0,0.0,0.4,0.02,0.6,30000.0
d7b3d520,30a1e04c,70000.0,Short Term,130000.0,1 year,Rent,Debt Consolidation,2200.0,60000.0,100000.0,0.0,0.54,0.2,0.77,40000.0
3beed462,a0afc33e,10000.0,Short Term,130000.0,10+ years,Mortgage,Home Improvements,2500.0,10000.0,30000.0,1.0,0.08,0.23,0.23,20000.0
c84edfea,e39691f3,30000.0,Short Term,90000.0,3 years,Rent,Debt Consolidation,1900.0,10000.0,20000.0,0.0,0.33,0.25,0.22,10000.0
c617bc59,63b230ea,50000.0,Long Term,90000.0,,Mortgage,Debt Consolidation,2000.0,20000.0,20000.0,0.0,0.56,0.27,0.22,0.0
143449c1,a24ff4ce,20000.0,Short Term,50000.0,3 years,Rent,Other,1300.0,20000.0,50000.0,0.0,0.4,0.31,1.0,30000.0
1eddedcb,6728c44b,20000.0,Short Term,210000.0,10+ years,Mortgage,Debt Consolidation,2800.0,40000.0,50000.0,0.0,0.1,0.16,0.24,10000.0
1d0e366b,adfcc5c6,10000.0,Short Term,90000.0,2 years,Rent,Other,1000.0,10000.0,50000.0,0.0,0.11,0.13,0.56,40000.0
fb4d6ce7,162e286d,20000.0,Short Term,60000.0,1 year,Mortgage,Home Improvements,1799.9999999999998,30000.0,60000.0,0.0,0.33,0.36,1.0,30000.0
bc1bfc2c,5e299d9b,40000.0,Long Term,80000.0,10+ years,Mortgage,Debt Consolidation,2100.0,60000.0,110000.00000000001,0.0,0.5,0.32,1.38,50000.0
2ce3414d,a158c335,80000.0,Short Term,930000.0000000001,10+ years,Rent,Business Loan,4100.0,30000.0,110000.00000000001,0.0,0.09,0.05,0.12,80000.0
a43ae03f,f67e4b2c,20000.0,Short Term,120000.0,1 year,Rent,Debt Consolidation,800.0,10000.0,60000.0,0.0,0.17,0.08,0.5,50000.0
28bbe8a4,99064f4a,20000.0,Short Term,150000.0,6 years,Rent,Debt Consolidation,3800.0,30000.0,40000.0,0.0,0.13,0.3,0.27,10000.0
a0d42aaa,f7baa9ae,60000.0,Long Term,170000.0,10+ years,Mortgage,Debt Consolidation,3400.0000000000005,40000.0,110000.00000000001,0.0,0.35,0.24,0.65,70000.0
83ac83df,80af3c57,20000.0,Short Term,130000.0,2 years,Rent,Debt Consolidation,1700.0000000000002,10000.0,10000.0,0.0,0.15,0.16,0.08,0.0
748cc064,403fa855,30000.0,Short Term,100000.0,2 years,Rent,Debt Consolidation,1200.0,20000.0,40000.0,0.0,0.3,0.14,0.4,20000.0
19fd5a2a,ac2061ff,20000.0,Short Term,200000.0,10+ years,Mortgage,Debt Consolidation,3100.0,30000.0,100000.0,0.0,0.1,0.19,0.5,70000.0
082a73cb,87755189,20000.0,Short Term,190000.0,4 years,Mortgage,Debt Consolidation,1900.0,100000.0,830000.0000000001,0.0,0.11,0.12,4.37,730000.0
d0320a2d,d04de11d,40000.0,Short Term,120000.0,10+ years,Own Home,Debt Consolidation,2200.0,50000.0,70000.0,0.0,0.33,0.22,0.58,20000.0
65e3793b,d04c3bdd,10000.0,Short Term,160000.0,5 years,Mortgage,Home Improvements,1700.0000000000002,10000.0,20000.0,0.0,0.06,0.13,0.12,10000.0
6f07caeb,d9f5362f,10000.0,Short Term,70000.0,10+ years,Rent,Other,700.0,40000.0,60000.0,0.0,0.14,0.12,0.86,20000.0
f186ed3f,d0da30cb,40000.0,Short Term,200000.0,8 years,Mortgage,Debt Consolidation,1300.0,20000.0,50000.0,0.0,0.2,0.08,0.25,30000.0
b652e8d9,2a323f9f,60000.0,Long Term,130000.0,8 years,Rent,Debt Consolidation,1600.0,30000.0,80000.0,1.0,0.46,0.15,0.62,50000.0
0eb837c5,33fa3273,20000.0,Short Term,60000.0,2 years,Rent,Debt Consolidation,1500.0,20000.0,40000.0,0.0,0.33,0.3,0.67,20000.0
d83c50fb,f89aab2b,60000.0,Long Term,190000.0,8 years,Own Home,Debt Consolidation,1500.0,30000.0,80000.0,1.0,0.32,0.09,0.42,50000.0
b016a780,026e08a8,20000.0,Short Term,110000.00000000001,2 years,Mortgage,Debt Consolidation,1300.0,20000.0,30000.0,0.0,0.18,0.14,0.27,10000.0
c8282992,ee4ebf08,10000.0,Short Term,240000.0,10+ years,Own Home,Debt Consolidation,3000.0,40000.0,60000.0,0.0,0.04,0.15,0.25,20000.0
1823b695,881a1c79,40000.0,Short Term,170000.0,5 years,Mortgage,Debt Consolidation,3100.0,80000.0,100000.0,0.0,0.24,0.22,0.59,20000.0
0b581fe3,a3885696,20000.0,Short Term,150000.0,10+ years,Rent,Debt Consolidation,2500.0,50000.0,60000.0,0.0,0.13,0.2,0.4,10000.0
4bbb7ee8,77658d11,70000.0,Long Term,200000.0,4 years,Mortgage,Debt Consolidation,3100.0,50000.0,100000.0,0.0,0.35,0.19,0.5,50000.0
1af57d89,a9681695,60000.0,Long Term,270000.0,10+ years,Mortgage,Debt Consolidation,2800.0,100000.0,120000.0,0.0,0.22,0.12,0.44,20000.0
3c642d05,e40a14b7,10000.0,Short Term,120000.0,,Mortgage,Home Improvements,1799.9999999999998,20000.0,20000.0,0.0,0.08,0.18,0.17,0.0
1c70b37e,c8fbdb0d,30000.0,Short Term,180000.0,1 year,Mortgage,Debt Consolidation,3599.9999999999995,20000.0,20000.0,0.0,0.17,0.24,0.11,0.0
206c7b26,8823b7a8,30000.0,Long Term,110000.00000000001,6 years,Mortgage,Debt Consolidation,2800.0,40000.0,60000.0,0.0,0.27,0.31,0.55,20000.0
1e070164,5cdcb5a1,30000.0,Short Term,100000.0,3 years,Rent,Debt Consolidation,1100.0,30000.0,30000.0,0.0,0.3,0.13,0.3,0.0
b6ab4baf,893f5d37,20000.0,Short Term,150000.0,,Mortgage,Debt Consolidation,4100.0,90000.0,130000.0,0.0,0.13,0.33,0.87,40000.0
c8b2e8d8,150fc248,10000.0,Short Term,100000.0,5 years,Rent,Debt Consolidation,3100.0,40000.0,90000.0,0.0,0.1,0.37,0.9,50000.0
88d7e433,75f5591e,80000.0,Short Term,170000.0,1 year,Rent,Debt Consolidation,3000.0,70000.0,120000.0,0.0,0.47,0.21,0.71,50000.0
effcebf2,9e06a92d,10000.0,Short Term,110000.00000000001,1 year,Rent,Debt Consolidation,1700.0000000000002,10000.0,10000.0,1.0,0.09,0.19,0.09,0.0
82b5b34a,e217cca9,20000.0,Short Term,190000.0,1 year,Rent,Debt Consolidation,3200.0,10000.0,30000.0,0.0,0.11,0.2,0.16,20000.0
c8fe9d70,0b551347,10000.0,Short Term,160000.0,9 years,Mortgage,Other,300.0,10000.0,80000.0,0.0,0.06,0.02,0.5,70000.0
3f95bb33,113d7d1f,20000.0,Short Term,100000.0,1 year,Rent,Debt Consolidation,1700.0000000000002,20000.0,30000.0,1.0,0.2,0.2,0.3,10000.0
dce38e34,6724b659,30000.0,Short Term,60000.0,6 years,Rent,Debt Consolidation,1400.0,30000.0,40000.0,1.0,0.5,0.28,0.67,10000.0
8208490e,2ec2cfb7,60000.0,Long Term,200000.0,2 years,Mortgage,Debt Consolidation,4600.0,20000.0,80000.0,0.0,0.3,0.28,0.4,60000.0
f3093b67,836730ed,30000.0,Short Term,140000.0,10+ years,Mortgage,Debt Consolidation,1100.0,0.0,50000.0,0.0,0.21,0.09,0.36,50000.0
bd0af266,c6eae07f,80000.0,Long Term,300000.0,10+ years,Mortgage,Debt Consolidation,3100.0,40000.0,80000.0,0.0,0.27,0.12,0.27,40000.0
3447a485,1dc021f4,30000.0,Short Term,100000.0,5 years,Mortgage,Debt Consolidation,1100.0,10000.0,20000.0,0.0,0.3,0.13,0.2,10000.0
8723d3d5,9c5b1555,40000.0,Long Term,80000.0,6 years,Rent,Debt Consolidation,2000.0,10000.0,30000.0,0.0,0.5,0.3,0.38,20000.0
78709589,33601618,80000.0,Short Term,180000.0,5 years,Mortgage,Debt Consolidation,1400.0,10000.0,60000.0,0.0,0.44,0.09,0.33,50000.0
74dafaf8,84ec2c06,20000.0,Short Term,40000.0,1 year,Rent,Debt Consolidation,300.0,10000.0,20000.0,0.0,0.5,0.09,0.5,10000.0
3620e3b9,0ebf24b8,20000.0,Short Term,190000.0,10+ years,Own Home,Debt Consolidation,800.0,0.0,30000.0,0.0,0.11,0.05,0.16,30000.0
7688c3a0,dd1f2d56,10000.0,Short Term,110000.00000000001,10+ years,Mortgage,Other,2300.0,30000.0,150000.0,0.0,0.09,0.25,1.36,120000.0
c71704cf,d5ea216b,10000.0,Short Term,200000.0,6 years,Mortgage,Other,1700.0000000000002,30000.0,40000.0,0.0,0.05,0.1,0.2,10000.0
4f4ee244,6f017840,30000.0,Short Term,150000.0,2 years,Rent,Debt Consolidation,800.0,10000.0,20000.0,0.0,0.2,0.06,0.13,10000.0
3e378590,8a83be00,10000.0,Short Term,90000.0,10+ years,Own Home,Debt Consolidation,500.0,10000.0,20000.0,1.0,0.11,0.07,0.22,10000.0
a6d404c1,ea83ca01,30000.0,Short Term,130000.0,10+ years,Mortgage,Debt Consolidation,1600.0,20000.0,30000.0,0.0,0.23,0.15,0.23,10000.0
54410e0e,efdabaf9,20000.0,Short Term,60000.0,2 years,Rent,Debt Consolidation,1200.0,20000.0,30000.0,1.0,0.33,0.24,0.5,10000.0
a84f64e9,48917e63,10000.0,Short Term,70000.0,3 years,Mortgage,Debt Consolidation,1100.0,10000.0,10000.0,0.0,0.14,0.19,0.14,0.0
2d170004,cda86575,30000.0,Long Term,50000.0,10+ years,Rent,Debt Consolidation,1000.0,10000.0,40000.0,0.0,0.6,0.24,0.8,30000.0
a737ef87,c9606bd1,10000.0,Short Term,140000.0,10+ years,Mortgage,Other,1400.0,30000.0,50000.0,1.0,0.07,0.12,0.36,20000.0
90676e50,2c8b3755,10000.0,Long Term,200000.0,10+ years,Own Home,Business Loan,2500.0,80000.0,80000.0,0.0,0.05,0.15,0.4,0.0
9e5f30fc,55396a63,50000.0,Long Term,110000.00000000001,10+ years,Rent,Debt Consolidation,3200.0,40000.0,90000.0,0.0,0.45,0.35,0.82,50000.0
5c34d1be,1658132c,10000.0,Short Term,60000.0,4 years,Rent,Other,0.0,0.0,10000.0,0.0,0.17,0.0,0.17,10000.0
0e92a1aa,f0138d98,20000.0,Short Term,229999.99999999997,1 year,Rent,Debt Consolidation,2200.0,20000.0,60000.0,0.0,0.09,0.11,0.26,40000.0
e27c7e06,d3598b03,20000.0,Short Term,90000.0,8 years,Own Home,Home Improvements,600.0,0.0,0.0,0.0,0.22,0.08,0.0,0.0
9883013e,c2006601,10000.0,Short Term,80000.0,10+ years,Mortgage,Debt Consolidation,800.0,10000.0,10000.0,0.0,0.12,0.12,0.12,0.0
7bb2cf1f,dec5d444,30000.0,Short Term,70000.0,10+ years,Own Home,Debt Consolidation,1300.0,20000.0,30000.0,0.0,0.43,0.22,0.43,10000.0
08d7a5c0,2630ee03,70000.0,Long Term,140000.0,5 years,Rent,Debt Consolidation,2100.0,60000.0,90000.0,0.0,0.5,0.18,0.64,30000.0
9f6360fd,62a620f6,10000.0,Short Term,160000.0,7 years,Mortgage,Debt Consolidation,1600.0,10000.0,30000.0,0.0,0.06,0.12,0.19,20000.0
879e5f15,e696c680,10000.0,Short Term,50000.0,1 year,Rent,Debt Consolidation,500.0,10000.0,30000.0,0.0,0.2,0.12,0.6,20000.0
d8f315af,0a68fdc6,20000.0,Short Term,60000.0,4 years,Rent,Debt Consolidation,1400.0,30000.0,40000.0,0.0,0.33,0.28,0.67,10000.0
e7493beb,94d5e09d,10000.0,Short Term,60000.0,1 year,Rent,Debt Consolidation,600.0,20000.0,30000.0,0.0,0.17,0.12,0.5,10000.0
ce9e2b40,7887071d,60000.0,Short Term,229999.99999999997,2 years,Own Home,Debt Consolidation,1600.0,20000.0,70000.0,0.0,0.26,0.08,0.3,50000.0
e9c813f5,fa083d41,20000.0,Short Term,50000.0,4 years,Rent,Debt Consolidation,600.0,20000.0,50000.0,0.0,0.4,0.14,1.0,30000.0
f47fa2eb,4994bdcb,10000.0,Short Term,120000.0,10+ years,Rent,Debt Consolidation,1600.0,20000.0,50000.0,0.0,0.08,0.16,0.42,30000.0
bac77c55,12c0f730,20000.0,Long Term,90000.0,10+ years,Rent,Debt Consolidation,1600.0,20000.0,80000.0,0.0,0.22,0.21,0.89,60000.0
39528c4d,d4bb77a3,10000.0,Short Term,50000.0,2 years,Own Home,Other,1600.0,0.0,10000.0,0.0,0.2,0.38,0.2,10000.0
87d36556,23d645c3,30000.0,Short Term,70000.0,9 years,Mortgage,Home Improvements,600.0,20000.0,30000.0,1.0,0.43,0.1,0.43,10000.0
6f9d5c64,86671346,20000.0,Short Term,240000.0,5 years,Mortgage,Medical Bills,3400.0000000000005,50000.0,170000.0,0.0,0.08,0.17,0.71,120000.0
1bacbf6b,2839cb3c,50000.0,Long Term,100000.0,1 year,Rent,Debt Consolidation,2000.0,40000.0,70000.0,0.0,0.5,0.24,0.7,30000.0
2f300b39,799c9364,60000.0,Long Term,160000.0,10+ years,Mortgage,Debt Consolidation,3200.0,40000.0,50000.0,0.0,0.38,0.24,0.31,10000.0
9ad0f1b6,36e10b93,20000.0,Short Term,70000.0,5 years,Mortgage,Debt Consolidation,899.9999999999999,20000.0,40000.0,0.0,0.29,0.15,0.57,20000.0
473bd319,5a0237b2,30000.0,Long Term,130000.0,7 years,Rent,Debt Consolidation,2200.0,20000.0,20000.0,0.0,0.23,0.2,0.15,0.0
4576019d,669d01b7,20000.0,Short Term,90000.0,10+ years,Rent,Debt Consolidation,1400.0,20000.0,40000.0,0.0,0.22,0.19,0.44,20000.0
82391d10,85111d07,20000.0,Short Term,40000.0,,Rent,Debt Consolidation,899.9999999999999,10000.0,20000.0,1.0,0.5,0.27,0.5,10000.0
d006aa02,ae9a781e,40000.0,Long Term,80000.0,2 years,Mortgage,Other,2000.0,0.0,30000.0,0.0,0.5,0.3,0.38,30000.0
cb501a78,cea7109a,20000.0,Short Term,110000.00000000001,10+ years,Mortgage,Other,1200.0,10000.0,20000.0,0.0,0.18,0.13,0.18,10000.0
92ee5eeb,9771e33b,20000.0,Long Term,90000.0,1 year,Rent,Debt Consolidation,1100.0,20000.0,60000.0,0.0,0.22,0.15,0.67,40000.0
ccc9e348,6fc40225,60000.0,Short Term,290000.0,2 years,Mortgage,Debt Consolidation,4100.0,30000.0,50000.0,0.0,0.21,0.17,0.17,20000.0
dedf520c,0902c497,80000.0,Short Term,420000.0,1 year,Mortgage,Debt Consolidation,2000.0,40000.0,80000.0,0.0,0.19,0.06,0.19,40000.0
00cfe9f4,14829012,40000.0,Short Term,180000.0,1 year,Mortgage,Debt Consolidation,3000.0,60000.0,120000.0,0.0,0.22,0.2,0.67,60000.0
